"crash_severity","collision_type","weather","light","road_surface","traffic_control","city","year","fatality","injury","id","Geometry"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2009","0","1","3109","POINT (-88.2536151612636 40.1101399827695)"
"Fatal","Pedalcyclist","Clear","Darkness","Dry","Lane Use Marking","Urbana","2009","1","0","3110","POINT (-88.2210743189357 40.1105456634408)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2009","0","1","3111","POINT (-88.2195508347957 40.1299005957636)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2009","0","1","3112","POINT (-88.2423414702532 40.1272100979434)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2009","0","1","3113","POINT (-88.2468767239029 40.0835694618433)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2009","0","1","3115","POINT (-88.2335703588865 40.1102806096532)"
"A-Injury","Pedalcyclist","Clear","Daylight","Wet","Stop Sign/Flasher","Urbana","2009","0","1","3116","POINT (-88.2192505162804 40.106470328467)"
"B-Injury","Pedalcyclist","Rain","Daylight","Wet","Stop Sign/Flasher","Unincorporated","2009","0","1","3117","POINT (-88.2324500107769 40.083481760132)"
"A-Injury","Pedalcyclist","Rain","Daylight","Wet","Traffic Signal","Champaign","2009","0","1","3118","POINT (-88.2689082271456 40.0982200985688)"
"B-Injury","Pedalcyclist","Clear","Dusk","Dry","No Controls","Champaign","2009","0","1","3119","POINT (-88.2304881818471 40.1273089204917)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2009","0","1","3120","POINT (-88.2384601964276 40.1272310959015)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2009","0","1","3121","POINT (-88.2452188245063 40.1211595077322)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2009","0","1","3122","POINT (-88.2626944460395 40.1257789687896)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2009","0","1","3123","POINT (-88.2468808394632 40.1211807325691)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2009","0","1","3124","POINT (-88.2159889217593 40.1065197764927)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2009","0","1","3125","POINT (-88.2073099058583 40.1092498606577)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2009","0","1","3126","POINT (-88.2468109054203 40.1126098810458)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2009","0","1","3127","POINT (-88.1813407827234 40.0988187252745)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2009","0","1","3128","POINT (-88.2050098267973 40.1135204560582)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2009","0","1","3129","POINT (-88.1758300659368 40.1128806401233)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2009","0","1","3130","POINT (-88.2574894074614 40.0835994364498)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2009","0","1","3131","POINT (-88.2951612673934 40.0850819984946)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2009","0","1","3132","POINT (-88.2011386118059 40.1238004141076)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Rantoul","2009","0","1","3133","POINT (-88.1676522382209 40.307236426647)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2009","0","1","3134","POINT (-88.2036431502207 40.1188225854273)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2009","0","1","3135","POINT (-88.2194098198148 40.1105676110277)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2009","0","1","3136","POINT (-88.2767183795046 40.1090130801824)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2009","0","1","3137","POINT (-88.2385206855859 40.0980392268295)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Unincorporated","2009","0","1","3138","POINT (-88.2844800936991 39.9669357549642)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2009","0","1","3139","POINT (-88.2239802363309 40.1125357637069)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2009","0","1","3140","POINT (-88.2386711103913 40.1053707230294)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2009","0","1","3141","POINT (-88.2193009113469 40.1090901853342)"
"C-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","No Controls","Champaign","2009","0","1","3142","POINT (-88.2384577909813 40.1102344109719)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2009","0","1","3143","POINT (-88.2434678390386 40.1100161321476)"
"C-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","No Controls","Champaign","2009","0","1","3144","POINT (-88.2766696780761 40.1090099664696)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Lane Use Marking","Unincorporated","2009","0","1","3145","POINT (-88.1703056683161 40.1124224849797)"
"A-Injury","Pedalcyclist","Clear","Daylight","Wet","No Controls","Champaign","2009","0","1","3146","POINT (-88.2387113515052 40.1103655802046)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2009","0","1","3147","POINT (-88.27869854065 40.109239176685)"
"C-Injury","Pedalcyclist","Rain","Dawn","Wet","No Controls","Urbana","2009","0","1","3148","POINT (-88.2169098797258 40.1183302075219)"
"B-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","Traffic Signal","Champaign","2009","0","1","3149","POINT (-88.2435606625618 40.1272001708531)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2009","0","1","3150","POINT (-88.2290687235089 40.1163957470726)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Mahomet","2009","0","1","3151","POINT (-88.3935737917266 40.1893084197261)"
"B-Injury","Pedalcyclist","Clear","Darkness","Dry","No Controls","Champaign","2009","0","1","3152","POINT (-88.244301098171 40.0999193016981)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2009","0","1","3153","POINT (-88.2214698894352 40.1059893569774)"
"B-Injury","Pedalcyclist","Rain","Darkness, lighted road","Wet","Traffic Signal","Urbana","2009","0","1","3154","POINT (-88.2195408352587 40.1273696092058)"
"C-Injury","Pedalcyclist","Rain","Darkness","Wet","Stop Sign/Flasher","Urbana","2009","0","1","3155","POINT (-88.2001112433637 40.1018847482944)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2009","0","1","3156","POINT (-88.2468687778308 40.1202115310633)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2009","0","1","3157","POINT (-88.2335492036491 40.1126691988351)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2009","0","1","3158","POINT (-88.235034639666 40.1126541587057)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2009","0","1","3159","POINT (-88.2335627605609 40.1163558711113)"
"A-Injury","Pedalcyclist","Rain","Daylight","Wet","Stop Sign/Flasher","Champaign","2009","0","1","3160","POINT (-88.2353925012987 40.1126505144021)"
"A-Injury","Pedalcyclist","Rain","Daylight","Wet","Stop Sign/Flasher","Urbana","2009","0","1","3161","POINT (-88.2048612957363 40.0946794861427)"
"B-Injury","Pedalcyclist","Rain","Darkness","Wet","No Controls","Champaign","2009","0","1","3162","POINT (-88.233487616609 40.1040218505862)"
"B-Injury","Pedalcyclist","Clear","Darkness, lighted road","Dry","No Controls","Champaign","2009","0","1","3163","POINT (-88.2367327789247 40.1102621950123)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Lane Use Marking","Champaign","2009","0","1","3164","POINT (-88.2353988490858 40.1102708484918)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2015","0","1","3166","POINT (-88.2072499739941 40.1055699651064)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2015","0","1","3167","POINT (-88.2193707315639 40.1154999936259)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2015","0","1","3168","POINT (-88.2289300008879 40.1163999997306)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2015","0","1","3169","POINT (-88.2252148883495 40.1042136483741)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2015","0","1","3170","POINT (-88.2193001887649 40.1090899996023)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2015","0","1","3171","POINT (-88.1955501823641 40.098380045602)"
"C-Injury","Pedalcyclist","Clear","Daylight","Snow or Slush","No Controls","Urbana","2015","0","1","3172","POINT (-88.2191893970843 40.1029077483141)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Other Warning Sign","Urbana","2015","0","1","3173","POINT (-88.2238781868021 40.1078989868156)"
"C-Injury","Pedalcyclist","Clear","Darkness, Lighted Road","Dry","No Controls","Urbana","2015","0","1","3174","POINT (-88.2215090422385 40.1068176708729)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2015","0","1","3175","POINT (-88.2207322033508 40.1059866961782)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2015","0","1","3176","POINT (-88.2304205127321 40.1144299349871)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2015","0","1","3177","POINT (-88.2159898117218 40.1055501082369)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2015","0","1","3178","POINT (-88.2089200016849 40.1115899993905)"
"B-Injury","Pedalcyclist","Rain","Daylight","Wet","Traffic Signal","Urbana","2015","0","1","3179","POINT (-88.2239121105077 40.1105706570567)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2015","0","1","3180","POINT (-88.2028967355153 40.1108242693232)"
"A-Injury","Pedalcyclist","Rain","Daylight","Dry","No Controls","Urbana","2015","0","2","3181","POINT (-88.2255807766883 40.1105586460607)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2015","0","1","3182","POINT (-88.2241700015015 40.1006299999464)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2015","0","1","3183","POINT (-88.2296420935003 40.1273273049038)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2015","0","1","3184","POINT (-88.233550014713 40.1126683411381)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2015","0","1","3185","POINT (-88.246809997927 40.1126096599355)"
"B-Injury","Pedalcyclist","Cloudy/Overcast","Daylight","Dry","Traffic Signal","Champaign","2015","0","1","3186","POINT (-88.2452108908721 40.1163499942577)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2015","0","1","3187","POINT (-88.2579800011622 40.1271699999251)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2015","0","1","3188","POINT (-88.2575500004971 40.0896899994802)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2015","0","1","3189","POINT (-88.2532000005823 40.1271899993884)"
"B-Injury","Pedalcyclist","Clear","Darkness","Dry","No Controls","Savoy","2015","0","1","3190","POINT (-88.2525670892199 40.0481498508447)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2015","0","1","3191","POINT (-88.2414400014603 40.0980498217995)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2015","0","1","3192","POINT (-88.2521800011096 40.129652928758)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2015","0","1","3193","POINT (-88.2436783008073 40.1325999996979)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2015","0","1","3194","POINT (-88.2320733491679 40.1116736519038)"
"C-Injury","Pedalcyclist","Rain","Darkness, Lighted Road","Wet","No Controls","Champaign","2015","0","1","3195","POINT (-88.257865350391 40.1378328417663)"
"B-Injury","Pedalcyclist","Clear","Darkness, Lighted Road","Dry","Traffic Signal","Champaign","2015","0","1","3196","POINT (-88.24369329452 40.1370202168184)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2015","0","1","3197","POINT (-88.2388900015543 40.1330296980372)"
"B-Injury","Pedalcyclist","Cloudy/Overcast","Daylight","Dry","Stop Sign/Flasher","Champaign","2015","0","2","3198","POINT (-88.2388406402394 40.1297499939781)"
"A-Injury","Pedalcyclist","Clear","Darkness, Lighted Road","Dry","No Controls","Champaign","2015","0","1","3199","POINT (-88.2499931481112 40.1126099997837)"
"PD","Pedalcyclist","Clear","Daylight","Wet","No Controls","Champaign","2015","0","0","3200","POINT (-88.2918510470554 40.0693085220719)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2015","0","1","3201","POINT (-88.2736910551401 40.1273863918155)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2015","0","1","3202","POINT (-88.2716895984006 40.1273695509441)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2015","0","1","3203","POINT (-88.2768100005602 40.1164599996991)"
"C-Injury","Pedalcyclist","Clear","Darkness, Lighted Road","Dry","Stop Sign/Flasher","Champaign","2015","0","1","3204","POINT (-88.2724507549628 40.1184100096738)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2015","0","1","3206","POINT (-88.2729948780661 40.139079803337)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2015","0","1","3207","POINT (-88.2672199186839 40.1102399917627)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Unincorporated","2015","0","1","3208","POINT (-88.1364879739463 40.3274306821372)"
"B-Injury","Pedalcyclist","Clear","Dusk","Dry","No Controls","Champaign","2017","0","1","4230","POINT (-88.2321000013499 40.1162999989035)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Other","Champaign","2017","0","1","4231","POINT (-88.2629676926275 40.1358103235144)"
"B-Injury","Pedalcyclist","Cloudy/Overcast","Daylight","Dry","Stop Sign/Flasher","Urbana","2017","0","1","4270","POINT (-88.2238000011252 40.1090999991498)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2017","0","1","4282","POINT (-88.2194792848033 40.1200702220384)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2017","0","1","4284","POINT (-88.2452000012414 40.1271999991707)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Yield","Rantoul","2017","0","1","4287","POINT (-88.1405430014423 40.308252998673)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Lane Use Marking","Unincorporated","2017","0","1","4288","POINT (-87.9585560012384 40.0842939992593)"
"B-Injury","Pedalcyclist","Clear","Darkness, Lighted Road","Dry","Traffic Signal","Champaign","2017","0","1","4306","POINT (-88.2767000013441 40.1127999989358)"
"PD","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Mahomet","2017","0","0","4307","POINT (-88.4077000010377 40.185699999377)"
"C-Injury","Pedalcyclist","Clear","Dusk","Dry","Traffic Signal","Champaign","2017","0","1","4315","POINT (-88.257800001037 40.1181999994935)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2017","0","1","4317","POINT (-88.2119000012751 40.100799999538)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2017","0","1","4319","POINT (-88.2457670749325 40.1153400769674)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Unincorporated","2017","0","1","4322","POINT (-88.3339000008634 39.9672999994398)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2017","0","1","4324","POINT (-88.2678000011462 40.1272999995027)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2017","0","1","4328","POINT (-88.2452000011047 40.1270999993876)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Mahomet","2017","0","1","4330","POINT (-88.3634000013599 40.2306999990429)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Mahomet","2017","0","1","4332","POINT (-88.365200000373 40.1965999987649)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2017","0","1","4334","POINT (-88.3080400013899 40.0840704421074)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Other RR Crossing","Ogden","2017","0","1","4338","POINT (-87.9808000011787 40.1780999992531)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2017","0","1","4342","POINT (-88.2542000011444 40.1181999987301)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Lane Use Marking","Champaign","2017","0","1","4343","POINT (-88.2385000012697 40.1162999988817)"
"B-Injury","Pedalcyclist","Clear","Darkness","Dry","No Controls","Unincorporated","2017","0","1","4346","POINT (-88.1627000014216 40.1270999993905)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2017","0","1","4357","POINT (-88.2180000007983 40.1324999993489)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2017","0","1","4366","POINT (-88.2191000012715 40.1035999993958)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Pesotum","2017","0","1","4406","POINT (-88.2734000012463 39.9144999996052)"
"A-Injury","Pedalcyclist","Rain","Daylight","Dry","Stop Sign/Flasher","Urbana","2017","0","1","4408","POINT (-88.2255000009483 40.1143999992681)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2017","0","1","4409","POINT (-88.2371000011291 40.11069999888)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2017","0","1","4410","POINT (-88.1844000014676 40.1088999994331)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2017","0","1","4413","POINT (-88.2386000003657 40.1079999991515)"
"Fatal","Pedalcyclist","Clear","Daylight","Dry","Lane Use Marking","Champaign","2017","1","0","4414","POINT (-88.2770247632839 40.1318329663588)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Urbana","2017","0","1","4415","POINT (-88.223800001288 40.1104999994935)"
"B-Injury","Pedalcyclist","Clear","Darkness, Lighted Road","Dry","Traffic Signal","Champaign","2017","0","1","4416","POINT (-88.2469000010192 40.1124999988605)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2017","0","1","4417","POINT (-88.2579000011834 40.1379999987849)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2017","0","1","4418","POINT (-88.270700001286 40.127299998792)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Tolono","2017","0","1","4420","POINT (-88.2616000007117 39.9899999994632)"
"C-Injury","Pedalcyclist","Cloudy/Overcast","Dusk","Dry","Lane Use Marking","Savoy","2017","0","1","4422","POINT (-88.2443000014885 40.0544999990631)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2017","0","1","4425","POINT (-88.2579000011834 40.1379999987849)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2017","0","1","4426","POINT (-88.2652000013655 40.127199999402)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2017","0","1","4427","POINT (-88.2771000003939 40.1360999995049)"
"C-Injury","Pedalcyclist","Cloudy/Overcast","Daylight","Dry","No Controls","Champaign","2017","0","1","4428","POINT (-88.2321000013499 40.1162999989035)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2017","0","1","4430","POINT (-88.2369000008046 40.1052999989997)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2017","0","1","4435","POINT (-88.2452180230997 40.1171353123001)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2017","0","1","4436","POINT (-88.2299077988171 40.1054531482975)"
"C-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2017","0","1","4437","POINT (-88.2214000004674 40.1058999990914)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2017","0","1","4441","POINT (-88.2414771220259 40.0998459465218)"
"B-Injury","Pedalcyclist","Rain","Darkness","Wet","Stop Sign/Flasher","Champaign","2017","0","1","4442","POINT (-88.2385299496538 40.0945286741132)"
"A-Injury","Pedalcyclist","Clear","Dusk","Dry","No Controls","Unincorporated","2005","0","1","570","POINT (-88.3090279486586 39.9672169276319)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2011","0","1","2757","POINT (-88.2724851646816 40.1201713224778)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","Unknown","Urbana","2007","0","1","2991","POINT (-88.2158099179254 40.1141211860494)"
"B-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Fisher","2008","0","1","3067","POINT (-88.3467987348582 40.3228373637862)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop sign / flasher","Urbana","2001","0","1","206","POINT (-88.2173925604677 40.1164525697853)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Unincorporated","2005","0","1","645","POINT (-88.0833097536787 39.9380197711831)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2005","0","1","671","POINT (-88.2403080396448 40.1079097123128)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2005","0","2","690","POINT (-88.2452015302198 40.1212000109569)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2005","0","1","697","POINT (-88.25795987083 40.1358411803525)"
"A-Injury","Pedalcyclist","Rain","Darkness, lighted road","Wet","Traffic Signal","Urbana","2005","0","1","706","POINT (-88.2192974816069 40.1090816899573)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2005","0","1","767","POINT (-88.1957224019947 40.0983651834889)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2005","0","1","770","POINT (-88.2895555339923 40.0838593334532)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2006","0","1","876","POINT (-88.2385192511974 40.0980520458977)"
"A-Injury","Pedalcyclist","Clear","Dusk","Dry","No Controls","Champaign","2006","0","1","882","POINT (-88.2321202573035 40.1221311113007)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Traffic Signal","Champaign","2006","0","1","889","POINT (-88.2468799987227 40.0835899709075)"
"A-Injury","Pedalcyclist","Rain","Daylight","Wet","Yield","Urbana","2006","0","1","901","POINT (-88.2176793573504 40.1074309778382)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2006","0","2","920","POINT (-88.2769244718102 40.1219788830574)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2006","0","1","927","POINT (-88.286009854965 40.1093112266959)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop sign / flasher","Rantoul","2000","0","1","284","POINT (-88.132902239189 40.312150594702)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2006","0","1","955","POINT (-88.2420113332353 40.1272133866851)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Rantoul","1999","0","2","427","POINT (-88.1452701202184 40.30902239458)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2006","0","1","975","POINT (-88.2352592343825 40.1102728847203)"
"A-Injury","Pedalcyclist","Other","Daylight","Dry","No Controls","Champaign","2006","0","2","978","POINT (-88.2306496483993 40.1091355036389)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2008","0","1","1210","POINT (-88.2578104589552 40.1153308230046)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2008","0","1","1239","POINT (-88.2435300201306 40.1199310733712)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2008","0","1","1268","POINT (-88.2095897689724 40.0983004677986)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2008","0","1","1273","POINT (-88.2191916577329 40.1027691675909)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Sidney","2008","0","1","1284","POINT (-88.0732927053317 40.0212770604425)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Lane Use Marking","Unincorporated","2008","0","1","1289","POINT (-87.9588764649125 40.123531906119)"
"A-Injury","Pedalcyclist","Unknown","Darkness, lighted road","Unknown","Unknown","Champaign","2008","0","1","1294","POINT (-88.243718748385 40.1379710246987)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2008","0","1","1306","POINT (-88.2687327615422 40.1102509224503)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2008","0","1","1330","POINT (-88.2387090408223 40.1102298946413)"
"A-Injury","Pedalcyclist","Clear","Darkness, lighted road","Ice","No Controls","Champaign","2008","0","2","1384","POINT (-88.2579443945964 40.1239905992661)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2008","0","1","1388","POINT (-88.2451556029241 40.102278905116)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Champaign","2009","0","1","1440","POINT (-88.2539690304555 40.1101398853912)"
"A-Injury","Pedalcyclist","Clear","Daylight","Wet","Stop Sign/Flasher","Urbana","2009","0","1","1474","POINT (-88.2192505162804 40.106470328467)"
"A-Injury","Pedalcyclist","Rain","Daylight","Wet","Traffic Signal","Champaign","2009","0","1","1482","POINT (-88.2689082271456 40.0982200985688)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2009","0","1","1487","POINT (-88.2384601964276 40.1272310959015)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Champaign","2006","0","1","977","POINT (-88.2322316285441 40.1102982396598)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Stop Sign/Flasher","Urbana","2009","0","1","1505","POINT (-88.2073099058583 40.1092498606577)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","No Controls","Urbana","2009","0","1","1522","POINT (-88.2036431502207 40.1188225854273)"
"A-Injury","Pedalcyclist","Clear","Daylight","Dry","Lane Use Marking","Unincorporated","2009","0","1","1541","POINT (-88.1703056683161 40.1124224849797)"
