crash_severity,collision_type,weather,light,road_surface,traffic_control,city,year,fatality,injury,id,Geometry,point,x,y,norm_x,norm_y
Fatal,rear end,Clear,Darkness,Dry,Lane Use Marking,st joseph,2014,1,2,3430,POINT (-88.0438866499282 40.1202721146151),POINT,-88.0438866499282,40.120272114615105,-0.0047711173477107465,-0.006992272371627639
Fatal,angle,Clear,Daylight,Dry,No Controls,unincorporated,2015,2,2,3431,POINT (-88.425579537217 39.9513397823882),POINT,-88.425579537217,39.9513397823882,-0.0004305475168702403,-0.011228302546082413
Fatal,angle,Clear,Daylight,Dry,Stop Sign/Flasher,unincorporated,2015,1,1,3432,POINT (-88.2378615812193 40.0104703700231),POINT,-88.2378615812193,40.0104703700231,-0.0025652556124238658,-0.00974558487947118
Fatal,fixed object,Rain,Darkness,Wet,Lane Use Marking,unincorporated,2015,1,8,3433,POINT (-88.3035969114629 39.9971274010249),POINT,-88.3035969114629,39.9971274010249,-0.0018177206156299503,-0.010080163929840786
Fatal,pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,urbana,2015,1,0,3434,POINT (-88.209629129054 40.1055793070674),POINT,-88.209629129054,40.1055793070674,-0.0028863119752758123,-0.007360699038678753
Fatal,fixed object,Severe Cross Wind,Daylight,Ice,No Controls,unincorporated,2015,1,0,3435,POINT (-88.2102605562277 40.06911674587),POINT,-88.2102605562277,40.06911674587,-0.0028791314544125398,-0.00827500897233104
Fatal,pedestrian,Clear,Darkness,Dry,Lane Use Marking,urbana,2015,1,0,3436,POINT (-88.1914035061912 40.140752684443),POINT,-88.1914035061912,40.140752684443,-0.003093571768112065,-0.0064787157857606505
Fatal,train,Clear,"Darkness, Lighted Road",Dry,RR Crossing Gate,champaign,2015,1,0,3437,POINT (-88.2360378449574 40.1272699157515),POINT,-88.2360378449574,40.1272699157515,-0.002585994942030169,-0.00681680035642584
Fatal,pedestrian,Clear,"Darkness, Lighted Road",Dry,Lane Use Marking,champaign,2015,1,0,3438,POINT (-88.2421672760822 40.1272092263622),POINT,-88.2421672760822,40.127209226362204,-0.0025162917206536287,-0.0068183221615233484
Fatal,turning,Clear,Daylight,Dry,Traffic Signal,champaign,2015,1,0,3439,POINT (-88.2436878297308 40.1370194801962),POINT,-88.2436878297308,40.1370194801962,-0.0024990001506163036,-0.006572327030146981
Fatal,fixed object,Clear,Daylight,Dry,No Controls,champaign,2015,1,2,3440,POINT (-88.2713010236913 40.1304408878225),POINT,-88.2713010236913,40.1304408878225,-0.002184985924442462,-0.006737287256724566
Fatal,sideswipe same direction,Clear,Daylight,Dry,Lane Use Marking,unincorporated,2015,1,3,3441,POINT (-88.1408637007907 40.3762433551037),POINT,-88.1408637007907,40.3762433551037,-0.003668304915842769,-0.0005737148095030586
Fatal,head on,Clear,Darkness,Dry,Lane Use Marking,unincorporated,2015,1,2,3442,POINT (-88.3848318601828 40.3294109118126),POINT,-88.3848318601828,40.3294109118126,-0.0008939256501852399,-0.0017480527252200443
Fatal,overturned,Clear,Daylight,Dry,Lane Use Marking,unincorporated,2015,1,3,3443,POINT (-88.1836368855511 40.2935542643362),POINT,-88.1836368855511,40.2935542643362,-0.003181892929864507,-0.00264716918600985
Fatal,fixed object,Clear,Darkness,Dry,Lane Use Marking,unincorporated,2015,1,1,3444,POINT (-87.9489211616135 40.2914549890836),POINT,-87.9489211616135,40.2914549890836,-0.005851054509961103,-0.0026998091584609085
Fatal,pedestrian,Fog/Smoke/Haze,"Darkness, lighted road",Wet,Other,champaign,2010,1,0,3449,POINT (-88.250842915163 40.0981083157634),POINT,-88.250842915163,40.0981083157634,-0.002417633300464323,-0.007548036442831455
Fatal,pedestrian,Clear,Dusk,Dry,No Controls,urbana,2010,1,0,3461,POINT (-88.2094619046982 40.1124233766336),POINT,-88.2094619046982,40.1124233766336,-0.0028882136323878644,-0.00718908188986945
Fatal,pedestrian,Clear,"Darkness, lighted road",Dry,Lane Use Marking,champaign,2010,1,0,3465,POINT (-88.2724932444136 40.112801800305),POINT,-88.2724932444136,40.112801800305,-0.002171428120586891,-0.007179592799950155
Fatal,pedestrian,Clear,Darkness,Ice,No Controls,champaign,2011,1,0,3521,POINT (-88.2952108503235 40.0927475956363),POINT,-88.2952108503235,40.0927475956363,-0.0019130859870934763,-0.007682458148350235
Fatal,pedestrian,Rain,Darkness,Wet,Traffic Signal,urbana,2011,1,0,3522,POINT (-88.2128199747718 40.116488673335),POINT,-88.2128199747718,40.116488673335,-0.0028500260262344953,-0.007087143325071181
Fatal,pedestrian,Rain,"Darkness, lighted road",Wet,Traffic Signal,rantoul,2011,1,0,3529,POINT (-88.155799676328 40.3081906655675),POINT,-88.155799676328,40.3081906655675,-0.0034984546331407094,-0.002280156924686551
Fatal,pedestrian,Clear,"Darkness, lighted road",Dry,Lane Use Marking,urbana,2012,1,0,3541,POINT (-88.2095405767871 40.1165100007473),POINT,-88.2095405767871,40.1165100007473,-0.002887318981984366,-0.007086608533649974
Fatal,pedestrian,Clear,Daylight,Dry,Lane Use Marking,champaign,2005,1,0,3675,POINT (-88.2469286585144 40.1347510603195),POINT,-88.2469286585144,40.1347510603195,-0.002462145799609273,-0.006629208356056374
Fatal,pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,champaign,2005,1,0,3685,POINT (-88.2303310649335 40.106869885038),POINT,-88.2303310649335,40.106869885038,-0.002650891821243534,-0.007328337399234822
Fatal,pedestrian,Clear,Daylight,Dry,No Controls,champaign,2005,1,0,3715,POINT (-88.2734324870798 40.1050861082534),POINT,-88.2734324870798,40.105086108253396,-0.0021607471555583567,-0.00737306615059033
Fatal,pedestrian,Clear,"Darkness, lighted road",Dry,Unknown,urbana,2007,1,0,3727,POINT (-88.2119563271168 40.0982689784893),POINT,-88.2119563271168,40.0982689784893,-0.0028598473330511817,-0.007544007775578321
Fatal,pedestrian,Clear,Daylight,Dry,Unknown,champaign,2007,1,0,3743,POINT (-88.2468881776609 40.1254795268361),POINT,-88.2468881776609,40.1254795268361,-0.0024626061434544905,-0.006861694908994016
Fatal,pedestrian,Clear,Darkness,Dry,No Controls,unincorporated,2008,1,0,3784,POINT (-88.1623897304649 40.0958474994821),POINT,-88.1623897304649,40.095847499482105,-0.003423513257173802,-0.007604727106248049
Fatal,pedestrian,Clear,Daylight,Dry,Traffic Signal,urbana,2009,1,0,3814,POINT (-88.2144300051288 40.116460255706),POINT,-88.2144300051288,40.116460255706,-0.0028317169368407406,-0.007087855905856216
Fatal,pedestrian,Clear,Darkness,Dry,No Controls,unincorporated,2009,1,0,3827,POINT (-88.365320145246 40.1980559161844),POINT,-88.365320145246,40.198055916184394,-0.0011158107416371558,-0.0050418196300603775
Fatal,pedestrian,Clear,"Darkness, lighted road",Dry,Lane Use Marking,urbana,2009,1,0,3845,POINT (-88.2238760648363 40.1350574396831),POINT,-88.2238760648363,40.1350574396831,-0.002724297377419743,-0.006621525799307571
Fatal,pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,mahomet,2006,1,0,3859,POINT (-88.4103563600608 40.2002228372178),POINT,-88.4103563600608,40.2002228372178,-0.0006036638250181343,-0.004987483418855747
Fatal,pedestrian,Clear,"Darkness, Lighted Road",Dry,Lane Use Marking,champaign,2015,1,0,3927,POINT (-88.2421672760822 40.1272092263622),POINT,-88.2421672760822,40.127209226362204,-0.0025162917206536287,-0.0068183221615233484
Fatal,turning,Clear,Daylight,Dry,No Controls,champaign,2008,1,0,3334,POINT (-88.273370468222 40.1487267701078),POINT,-88.273370468222,40.1487267701078,-0.002161452427236431,-0.00627876313581792
Fatal,pedestrian,Clear,Darkness,Dry,No Controls,urbana,2006,1,0,3895,POINT (-88.1844244035989 40.1420286026266),POINT,-88.1844244035989,40.1420286026266,-0.0031729373606271347,-0.006446721744983347
Fatal,overturned,Clear,Daylight,Dry,No Controls,unincorporated,2010,1,1,3370,POINT (-88.2771335519316 40.1643746307371),POINT,-88.2771335519316,40.1643746307371,-0.002118659050244683,-0.005886388219082917
Fatal,pedestrian,Clear,Daylight,Dry,Unknown,champaign,2007,1,0,3762,POINT (-88.2681800363888 40.1273093621829),POINT,-88.2681800363888,40.1273093621829,-0.002220477451213815,-0.006815811225029334
Fatal,pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,urbana,2015,1,0,3906,POINT (-88.209629129054 40.1055793070674),POINT,-88.209629129054,40.1055793070674,-0.0028863119752758123,-0.007360699038678753
Fatal,pedestrian,Clear,Darkness,Dry,Lane Use Marking,urbana,2015,1,0,3911,POINT (-88.1914035061912 40.140752684443),POINT,-88.1914035061912,40.140752684443,-0.003093571768112065,-0.0064787157857606505
Fatal,fixed object,Clear,Daylight,Dry,No Controls,urbana,2007,1,0,3322,POINT (-88.1952656723602 40.1359205193735),POINT,-88.1952656723602,40.1359205193735,-0.0030496516362124877,-0.006599883810688299
C-Injury,pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,champaign,2016,0,1,3957,POINT (-88.2517400030258 40.1182694788182),POINT,-88.2517400030258,40.1182694788182,-0.002407431715256578,-0.007042489080012048
B-Injury,pedestrian,Clear,Darkness,Dry,Lane Use Marking,urbana,2016,0,1,3964,POINT (-88.1988430728403 40.1163299987301),POINT,-88.1988430728403,40.1163299987301,-0.003008969828628644,-0.007091122139578762
B-Injury,pedestrian,Rain,"Darkness, Lighted Road",Wet,Traffic Signal,champaign,2016,0,1,3965,POINT (-88.2334300015661 40.1014899975063),POINT,-88.2334300015661,40.1014899975063,-0.00261565105228202,-0.007463239733317658
B-Injury,pedestrian,Clear,Daylight,Dry,No Controls,urbana,2016,0,1,3967,POINT (-88.2063100017161 40.1124799975404),POINT,-88.2063100017161,40.1124799975404,-0.0029240567288914537,-0.0071876621032215355
B-Injury,pedestrian,Clear,Darkness,Dry,No Controls,urbana,2016,0,1,3969,POINT (-88.2256100017552 40.112769997435),POINT,-88.2256100017552,40.112769997435,-0.002704579236135528,-0.007180390266694203
B-Injury,pedestrian,Clear,Daylight,Dry,No Controls,champaign,2016,0,1,3972,POINT (-88.2321204217301 40.1241750572226),POINT,-88.2321204217301,40.1241750572226,-0.00263054345116221,-0.006894404885655134
C-Injury,pedestrian,Clear,Daylight,Dry,No Controls,urbana,2016,0,1,3975,POINT (-88.2070219982469 40.1124670539565),POINT,-88.2070219982469,40.1124670539565,-0.002915959982098004,-0.007187986667567692
B-Injury,pedestrian,Snow,"Darkness, Lighted Road",Snow or Slush,No Controls,champaign,2016,0,1,3986,POINT (-88.234462684982 40.107965176146),POINT,-88.234462684982,40.107965176146,-0.0026039074892523157,-0.007300872637918007
B-Injury,pedestrian,Clear,"Darkness, Lighted Road",Dry,No Controls,champaign,2016,0,1,3990,POINT (-88.235139597772 40.1102714364119),POINT,-88.235139597772,40.1102714364119,-0.002596209710927841,-0.007243042452614208
C-Injury,pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,urbana,2016,0,1,3994,POINT (-88.21445521066 40.1183396457482),POINT,-88.21445521066,40.11833964574821,-0.002831430302292526,-0.007040729622666928
B-Injury,pedestrian,Cloudy/Overcast,Daylight,Dry,Traffic Signal,urbana,2016,0,1,3999,POINT (-88.2050000014289 40.1090999989142),POINT,-88.2050000014289,40.1090999989142,-0.0029389539090967855,-0.007272416608066365
C-Injury,pedestrian,Clear,"Darkness, Lighted Road",Snow or Slush,Stop Sign/Flasher,urbana,2016,0,1,4000,POINT (-88.2217400059949 40.1006402020967),POINT,-88.2217400059949,40.100640202096706,-0.0027485884052922925,-0.007484548614511069
C-Injury,pedestrian,Clear,"Darkness, Lighted Road",Dry,Stop Sign/Flasher,urbana,2016,0,1,4006,POINT (-88.2177400021645 40.1106199979048),POINT,-88.2177400021645,40.1106199979048,-0.002794076012024502,-0.007234302166002938
C-Injury,pedestrian,Clear,Daylight,Wet,Stop Sign/Flasher,champaign,2016,0,1,4009,POINT (-88.2304097448086 40.1202842220436),POINT,-88.2304097448086,40.1202842220436,-0.0026499970822962383,-0.006991968774135265
C-Injury,pedestrian,Clear,Dusk,Dry,Stop Sign/Flasher,champaign,2016,0,1,4012,POINT (-88.2303593994812 40.1079999550005),POINT,-88.2303593994812,40.1079999550005,-0.0026505696038613288,-0.0073000005474475405
C-Injury,pedestrian,Clear,Daylight,Snow or Slush,No Controls,urbana,2016,0,1,4013,POINT (-88.2201297047121 40.1105504103883),POINT,-88.2201297047121,40.1105504103883,-0.0027669005756247693,-0.007236047094376155
C-Injury,pedestrian,Clear,Daylight,Dry,No Controls,urbana,2016,0,1,4014,POINT (-88.2191988423074 40.103595768612),POINT,-88.2191988423074,40.103595768611996,-0.0027774862412344855,-0.007410436875352932
C-Injury,pedestrian,Clear,"Darkness, Lighted Road",Wet,No Controls,urbana,2016,0,1,4015,POINT (-88.2191974632733 40.1037001949981),POINT,-88.2191974632733,40.103700194998105,-0.0027775019234597045,-0.007407818351611884
B-Injury,pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,urbana,2016,0,1,4017,POINT (-88.2144552094209 40.1183409191258),POINT,-88.2144552094209,40.11834091912579,-0.00283143031638345,-0.0070406976923324495
B-Injury,pedestrian,Clear,Daylight,Dry,Traffic Signal,champaign,2016,0,1,4021,POINT (-88.2387300022843 40.1163399977187),POINT,-88.2387300022843,40.116339997718704,-0.0025553800229101324,-0.007090871411865035
B-Injury,pedestrian,Clear,Daylight,Dry,No Controls,urbana,2016,0,1,4025,POINT (-88.1960674493676 40.122061215723),POINT,-88.1960674493676,40.122061215723,-0.00304053391564361,-0.006947410111228499
B-Injury,pedestrian,Clear,Daylight,Dry,Traffic Signal,urbana,2016,0,1,4030,POINT (-88.2049200019224 40.1092999980955),POINT,-88.2049200019224,40.1092999980955,-0.002939863654748186,-0.007267401567098917
B-Injury,pedestrian,Clear,Daylight,Dry,No Controls,urbana,2016,0,1,4036,POINT (-88.17486000667 40.1128899539412),POINT,-88.17486000667,40.1128899539412,-0.0032817026380066163,-0.007177382320416703
B-Injury,pedestrian,Clear,Darkness,Dry,No Controls,unincorporated,2016,0,1,4038,POINT (-88.1802533870961 39.9965756926764),POINT,-88.1802533870961,39.996575692676394,-0.0032203697047941127,-0.010093998186320587
C-Injury,pedestrian,Clear,Daylight,Dry,No Controls,urbana,2016,0,1,4050,POINT (-88.2173799983739 40.1164498305349),POINT,-88.2173799983739,40.1164498305349,-0.0027981699358164366,-0.007088117320227241
C-Injury,pedestrian,Cloudy/Overcast,Daylight,Dry,Traffic Signal,urbana,2016,0,1,4053,POINT (-88.2156786680988 40.1164532169956),POINT,-88.2156786680988,40.1164532169956,-0.0028175172779082293,-0.00708803240368379
B-Injury,pedestrian,Clear,Daylight,Dry,No Controls,sidney,2016,0,1,4057,POINT (-88.0779378187821 40.0259164299816),POINT,-88.0779378187821,40.025916429981606,-0.004383891174118758,-0.00935827017660667
B-Injury,pedestrian,Other,Daylight,Dry,Stop Sign/Flasher,rantoul,2016,0,1,4066,POINT (-88.1617296227839 40.2855687002282),POINT,-88.1617296227839,40.285568700228204,-0.0034310199296339753,-0.002847409661445214
C-Injury,pedestrian,Cloudy/Overcast,Daylight,Dry,Other,mahomet,2016,0,1,4079,POINT (-88.4185397323059 40.1958277428443),POINT,-88.4185397323059,40.195827742844294,-0.000510603409525666,-0.005097691761689405
B-Injury,pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,champaign,2016,0,1,4080,POINT (-88.2800200016603 40.1092499979255),POINT,-88.2800200016603,40.1092499979255,-0.0020858346591493913,-0.007268655336735858
PD,pedestrian,Clear,Daylight,Dry,No Controls,champaign,2016,0,0,4083,POINT (-88.2766500024497 40.1072823476325),POINT,-88.2766500024497,40.1072823476325,-0.002124157922146013,-0.007317994772852469
B-Injury,pedestrian,Clear,"Darkness, Lighted Road",Dry,Stop Sign/Flasher,rantoul,2016,0,1,4095,POINT (-88.1364890008774 40.3087399988343),POINT,-88.1364890008774,40.3087399988343,-0.0037180535255104136,-0.002266382224110836
B-Injury,pedestrian,Clear,Darkness,Dry,Lane Use Marking,unincorporated,2016,0,1,4096,POINT (-88.2256835940735 40.2004529220182),POINT,-88.2256835940735,40.2004529220182,-0.002703742352328575,-0.004981713971738497
B-Injury,pedestrian,Clear,Daylight,Dry,No Controls,champaign,2016,0,1,4143,POINT (-88.2452020045725 40.1228282265513),POINT,-88.2452020045725,40.1228282265513,-0.002481781119674453,-0.006928177078865932
C-Injury,pedestrian,Clear,"Darkness, Lighted Road",Dry,No Controls,champaign,2016,0,1,4147,POINT (-88.2688000007494 40.1271999987235),POINT,-88.2688000007494,40.127199998723505,-0.002213427284209366,-0.00681855354740108
C-Injury,pedestrian,Clear,Daylight,Dry,No Controls,champaign,2016,0,1,4149,POINT (-88.2431251462486 40.1126405281215),POINT,-88.2431251462486,40.1126405281215,-0.0025053989257271063,-0.007183636749539849
C-Injury,pedestrian,Clear,"Darkness, Lighted Road",Dry,Stop Sign/Flasher,champaign,2016,0,1,4163,POINT (-88.2768100028643 40.117414693694),POINT,-88.2768100028643,40.117414693694,-0.002122338414904343,-0.007063923079833412
C-Injury,pedestrian,Clear,"Darkness, Lighted Road",Dry,Traffic Signal,champaign,2016,0,1,4179,POINT (-88.2548300031233 40.1271800714064),POINT,-88.2548300031233,40.1271800714064,-0.0023722925715964076,-0.006819053231004801
B-Injury,pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,champaign,2016,0,1,4193,POINT (-88.2435100015841 40.1163599979244),POINT,-88.2435100015841,40.1163599979244,-0.002501022392880602,-0.007090369900557523
B-Injury,pedestrian,Clear,Daylight,Dry,Traffic Signal,savoy,2016,0,1,4199,POINT (-88.2570700023613 40.0545399981387),POINT,-88.2570700023613,40.05453999813871,-0.0023468195448847185,-0.008640525403799138
C-Injury,pedestrian,Clear,Daylight,Dry,Traffic Signal,urbana,2016,0,1,4203,POINT (-88.2193801256479 40.1164355707825),POINT,-88.2193801256479,40.1164355707825,-0.0027754247068837203,-0.007088474887903245
B-Injury,pedestrian,Clear,"Darkness, Lighted Road",Dry,Traffic Signal,champaign,2016,0,1,4209,POINT (-88.2335639436636 40.1163551139316),POINT,-88.2335639436636,40.116355113931604,-0.0026141278773767164,-0.0070904923681785826
C-Injury,pedestrian,Clear,"Darkness, Lighted Road",Dry,No Controls,champaign,2017,0,1,4214,POINT (-88.2579447385217 40.123130120062),POINT,-88.2579447385217,40.123130120062,-0.002336872140795692,-0.0069206070062578715
B-Injury,pedestrian,Clear,"Darkness, Lighted Road",Dry,No Controls,champaign,2017,0,1,4216,POINT (-88.2860666652384 40.1131831754997),POINT,-88.2860666652384,40.1131831754997,-0.002017072661275326,-0.00717002969967658
B-Injury,pedestrian,Clear,Unkown,Dry,Unkown,champaign,2016,0,1,4198,POINT (-88.272880005242 40.1346201054086),POINT,-88.272880005242,40.1346201054086,-0.002167029918683126,-0.00663249209071366
C-Injury,pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,urbana,2017,0,1,4233,POINT (-88.2191000012633 40.1060999994834),POINT,-88.2191000012633,40.1060999994834,-0.0027786102507939667,-0.007347642516243439
B-Injury,pedestrian,Clear,"Darkness, Lighted Road",Dry,Traffic Signal,urbana,2017,0,1,4236,POINT (-88.2238000006684 40.1162999991094),POINT,-88.2238000006684,40.116299999109394,-0.002725162370830381,-0.007091874389292386
C-Injury,pedestrian,Clear,Daylight,Dry,Traffic Signal,champaign,2017,0,1,4237,POINT (-88.2769000010503 40.1274999991577),POINT,-88.2769000010503,40.127499999157706,-0.0021213149653615676,-0.006811030944268368
C-Injury,pedestrian,Clear,Daylight,Dry,Traffic Signal,urbana,2017,0,1,4239,POINT (-88.1836212328571 40.1159479545796),POINT,-88.1836212328571,40.1159479545796,-0.003182070930591171,-0.007100702014124695
B-Injury,pedestrian,Snow,Daylight,Snow or Slush,Other,savoy,2017,0,1,4244,POINT (-88.1616000006809 40.081899998847),POINT,-88.1616000006809,40.081899998847,-0.0034324939780335678,-0.007954464973296348
B-Injury,pedestrian,Clear,"Darkness, Lighted Road",Dry,Stop Sign/Flasher,champaign,2017,0,1,4245,POINT (-88.2386503986661 40.1040999966368),POINT,-88.2386503986661,40.1040999966368,-0.0025562852665631003,-0.007397793202589343
B-Injury,pedestrian,Cloudy/Overcast,Daylight,Dry,Traffic Signal,urbana,2017,0,1,4252,POINT (-88.215800001315 40.1162999987516),POINT,-88.215800001315,40.1162999987516,-0.002816137489824004,-0.007091874398264176
C-Injury,pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,urbana,2017,0,1,4254,POINT (-88.2238000011252 40.1090999991498),POINT,-88.2238000011252,40.1090999991498,-0.0027251623656357727,-0.007272416602158757
B-Injury,pedestrian,Clear,"Darkness, Lighted Road",Dry,Stop Sign/Flasher,champaign,2017,0,1,4261,POINT (-88.2302000013793 40.1068999988063),POINT,-88.2302000013793,40.1068999988063,-0.002652382261668799,-0.007327582287235301
C-Injury,pedestrian,Clear,Darkness,Dry,Stop Sign/Flasher,champaign,2017,0,1,4264,POINT (-88.2352000006894 40.1126999995482),POINT,-88.2352000006894,40.1126999995482,-0.0025955228155475863,-0.007182145485228997
C-Injury,pedestrian,Clear,Daylight,Dry,Traffic Signal,champaign,2017,0,1,4265,POINT (-88.2434702063239 40.1102199969953),POINT,-88.2434702063239,40.1102199969953,-0.0025014749402336085,-0.007244332311802258
C-Injury,pedestrian,Clear,Daylight,Dry,School Zone,champaign,2017,0,1,4274,POINT (-88.2812789656398 40.1060694638294),POINT,-88.2812789656398,40.1060694638294,-0.00207151785826183,-0.007348408207156648
PD,pedestrian,Clear,Daylight,Dry,Lane Use Marking,unincorporated,2017,0,0,4292,POINT (-88.0952840009162 40.1133499988062),POINT,-88.0952840009162,40.11334999880621,-0.004186632285208602,-0.007165846553970529
B-Injury,pedestrian,Clear,"Darkness, Lighted Road",Dry,No Controls,champaign,2017,0,1,4296,POINT (-88.2321026094333 40.1163500068186),POINT,-88.2321026094333,40.1163500068186,-0.002630746010656241,-0.0070906204306075225
C-Injury,pedestrian,Clear,"Darkness, Lighted Road",Dry,No Controls,unincorporated,2017,0,1,4298,POINT (-88.3615972917546 40.2043929880177),POINT,-88.3615972917546,40.2043929880177,-0.001158146624980897,-0.004882915605296648
C-Injury,pedestrian,Clear,"Darkness, Lighted Road",Dry,No Controls,urbana,2017,0,1,4303,POINT (-88.189431509851 40.1274699974696),POINT,-88.189431509851,40.1274699974696,-0.00311599709513754,-0.006811783245822562
B-Injury,pedestrian,Clear,Daylight,Dry,Traffic Signal,urbana,2017,0,1,4345,POINT (-88.1994000005041 40.1274999990039),POINT,-88.1994000005041,40.127499999003895,-0.003002636508056189,-0.006811030948125231
B-Injury,pedestrian,Clear,Darkness,Dry,No Controls,champaign,2017,0,1,4352,POINT (-88.2482000014028 40.1220999992517),POINT,-88.2482000014028,40.1220999992517,-0.0024476882271216548,-0.0069464376023210235
B-Injury,pedestrian,Clear,Darkness,Dry,No Controls,urbana,2017,0,1,4358,POINT (-88.219575091548 40.112189998744),POINT,-88.219575091548,40.112189998744,-0.0027732075759594405,-0.0071949339122109705
B-Injury,pedestrian,Clear,"Darkness, Lighted Road",Dry,No Controls,st joseph,2017,0,2,4359,POINT (-88.0416000012957 40.1114999990168),POINT,-88.0416000012957,40.11149999901679,-0.004797120866242166,-0.007212235867534059
B-Injury,pedestrian,Clear,Daylight,Dry,No Controls,urbana,2017,0,1,4361,POINT (-88.2255000007448 40.1060999988915),POINT,-88.2255000007448,40.1060999988915,-0.0027058301556129338,-0.007347642531085421
B-Injury,pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,urbana,2017,0,1,4377,POINT (-88.2238000012377 40.112699998778),POINT,-88.2238000012377,40.112699998778,-0.0027251623643563512,-0.007182145504541996
C-Injury,pedestrian,Clear,Darkness,Dry,Stop Sign/Flasher,champaign,2017,0,1,4382,POINT (-88.2353000006185 40.1125999990866),POINT,-88.2353000006185,40.1125999990866,-0.0025943856272746205,-0.007184653027552093
B-Injury,pedestrian,Clear,Daylight,Dry,Other,champaign,2017,0,1,4397,POINT (-88.22894000196 40.1115399980572),POINT,-88.22894000196,40.111539998057204,-0.002666710837464787,-0.007211232879296731
B-Injury,pedestrian,Clear,Darkness,Dry,Other,champaign,2017,0,1,4398,POINT (-88.2320499755091 40.1054310415048),POINT,-88.2320499755091,40.1054310415048,-0.0026313445578942524,-0.007364416843250143
C-Injury,pedestrian,Clear,Daylight,Dry,No Controls,unincorporated,2017,0,1,4403,POINT (-88.0385000006662 40.088599998893),POINT,-88.0385000006662,40.088599998892995,-0.004832373734860124,-0.0077864604120051134
B-Injury,pedestrian,Clear,Darkness,Dry,No Controls,champaign,2017,0,1,4404,POINT (-88.2425090270982 40.1205382870839),POINT,-88.2425090270982,40.120538287083896,-0.002512405365421224,-0.006985598015129122
B-Injury,pedestrian,Clear,Daylight,Dry,No Controls,champaign,2017,0,1,4405,POINT (-88.2368103303871 40.1173216147971),POINT,-88.2368103303871,40.1173216147971,-0.0025772103220841037,-0.007066257061793456
B-Injury,pedestrian,Clear,Daylight,Dry,No Controls,champaign,2017,0,1,4412,POINT (-88.2951000007567 40.0838999990106),POINT,-88.2951000007567,40.0838999990106,-0.0019143465562615571,-0.007904314354227551
B-Injury,pedestrian,Clear,"Darkness, Lighted Road",Dry,No Controls,urbana,2017,0,1,4423,POINT (-88.219205351377 40.1039529673773),POINT,-88.219205351377,40.103952967377296,-0.0027774122208059117,-0.007401480006480382
B-Injury,pedestrian,Clear,"Darkness, Lighted Road",Dry,No Controls,champaign,2017,0,1,4429,POINT (-88.2419226276745 40.1177380316364),POINT,-88.2419226276745,40.1177380316364,-0.00251907383562877,-0.007055815281506789
B-Injury,pedestrian,Clear,Daylight,Dry,No Controls,champaign,2017,0,1,4434,POINT (-88.2501000014322 40.11629999907),POINT,-88.2501000014322,40.11629999907,-0.0024260816342798904,-0.007091874390280166
C-Injury,pedestrian,Rain,Darkness,Wet,No Controls,champaign,2017,0,1,4440,POINT (-88.2317510752099 40.1054335044294),POINT,-88.2317510752099,40.1054335044294,-0.0026347436194548443,-0.007364355084658528
B-Injury,pedestrian,Clear,Daylight,Dry,Other,urbana,2010,0,1,3479,POINT (-88.207410251414 40.1124603989868),POINT,-88.207410251414,40.1124603989868,-0.0029115448094815494,-0.007188153542979272
B-Injury,pedestrian,Clear,Daylight,Dry,Unknown,urbana,2007,0,1,3754,POINT (-88.2283908630282 40.1103772656778),POINT,-88.2283908630282,40.1103772656778,-0.0026729555854276116,-0.007240388751231082
B-Injury,pedestrian,Rain,Daylight,Wet,Stop Sign/Flasher,urbana,2010,0,1,3448,POINT (-88.2049684450033 40.1056308330297),POINT,-88.2049684450033,40.10563083302971,-0.002939312765322503,-0.007359407009330566
B-Injury,pedestrian,Clear,Darkness,Dry,No Controls,urbana,2010,0,1,3451,POINT (-88.218721156027 40.1105887475571),POINT,-88.218721156027,40.1105887475571,-0.0027829184374487254,-0.007235085778080379
B-Injury,pedestrian,Clear,Daylight,Dry,No Controls,urbana,2010,0,1,3452,POINT (-88.2193213515404 40.1106641927542),POINT,-88.2193213515404,40.1106641927542,-0.002776093079615696,-0.00723319396656502
C-Injury,pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,champaign,2010,0,1,3454,POINT (-88.2389395586187 40.1380097306658),POINT,-88.2389395586187,40.1380097306658,-0.002552996971160317,-0.006547496195136345
C-Injury,pedestrian,Clear,"Darkness, lighted road",Dry,Stop Sign/Flasher,urbana,2010,0,1,3456,POINT (-88.2223903371564 40.1128327809539),POINT,-88.2223903371564,40.1128327809539,-0.00274119291034427,-0.007178815950652922
